,Sample_Point_(SP),Year,Latitude,Longitude,Depth,Rake_Abundance,Rake_Abundance_#,Alisma_gramineum,Benthic_Filamentous_Algae,Callitriche_hermaphroditica,Ceratophyllum_demersum,Chara_vulgaris,Elodea_sp.,Floating_Filamentous_Algae,Fontinalis_sp.,Heteranthera_dubia,Hydrocharis_morsus-ranae,Hypericum_ellipticum,Lemna_minor,Lemna_trisulca,Megalodonta_beckii,Myriophyllum_sibiricum,Myriophyllum_spicatum,Najas_flexilis,Najas_guadalupensis,Nitella_flexilis,Nitellopsis_obtusa,Nuphar_variegata,Nymphaea_odorata,Pithophora_sp.,Polygonum_amphibium,Potamogeton_amplifolius,Potamogeton_crispus,Potamogeton_crispus_turions,Potamogeton_foliosus,Potamogeton_gramineus,Potamogeton_illinoensis,Potamogeton_pectinatus,Potamogeton_praelongus,Potamogeton_pusillus,Potamogeton_richardsonii,Potamogeton_zosteriformis,Ranunculus_trichophyllus,Riccia_fluitans,Spirodela_polyrhiza,Stuckenia_pectinata,Stuckenia_vaginata,Utricularia_vulgaris,Vallisneria_americana,Wolffia_columbiana,Zannichellia_palustris
202,203,2016,42.9265298,75.8704384,,T,0.25,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,
203,204,2016,42.9263044,75.8713266,,D,250.0,,,,D,,T,,,,,,,,,,M,,,,,,,,,,,,,,,,T,,,S,,,,,,,S,,
204,205,2016,42.9269275,75.8666465,,S,13.0,,,,T,S,,,,,,,,,,,S,T,T,,,,,,,,,,,S,,,,,,T,,,,,,,T,,
205,206,2016,42.9272609,75.8656704,,M,62.5,,,,,M,T,,,,,,,,,,,,,,,,,,,,,,,S,,,,,,,,,,,,,,,
206,207,2016,42.9272046,75.8647433,,S,13.0,,,,,S,,,,,,,,,,,T,T,T,,,,,,,,,,,T,T,,T,,,,,,,T,,T,,,
207,208,2016,42.9276074,75.8635928,,S,13.0,,,,,S,T,,,,,,,,,,,T,,,,,,,,,,,,S,,,,,,,,,,T,,,,,
208,209,2016,42.9280257,75.8624262,,S,13.0,,,,,S,T,,,T,,,,,,,T,T,T,,T,,,,,,,,,S,,,,,,,,,,,,,T,,
209,210,2016,42.928736,75.8616444,,S,13.0,,,,,S,T,,,T,,,,,T,,S,T,T,,T,,,,,,,,,T,,,,,,T,,,,,,,,,
210,211,2016,42.9290362,75.8609012,,M,62.5,,,,S,T,S,,,T,,,,T,,,S,,T,,S,,,,,S,,,,T,T,,,T,,S,S,,,T,,,T,,
211,212,2016,42.9298672,75.8616947,,M,62.5,,,,T,M,T,,,T,,,,,,,M,T,S,,,,,,,,,,,S,,,,,,T,T,,,,,T,T,,
212,213,2016,42.9293169,75.8617527,,M,37.75,,,,T,S,T,,,S,,,,,S,,S,T,T,,S,,,,,,,,,,T,,,,,T,,,,,,,,,
213,214,2016,42.9286751,75.8622374,,M,62.5,,,,S,T,M,,T,S,,,,,,,S,,T,,T,,,,,,T,,,,,,,,,S,T,,,,,,S,,
214,215,2016,42.9280719,75.8629649,,M,62.5,,,,T,,S,,,S,,,,,S,,M,,S,,,,,,,S,,,,S,S,,,,,T,,,,,,T,S,,
215,216,2016,42.9276304,75.8648623,,S,13.0,,,,,S,T,,,T,,,,,T,,T,,,,,,,,,,,,,T,T,,,,,T,,,,,,,T,,
216,217,2016,42.9275007,75.8657391,,M,37.75,,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,,,,,,
217,218,2016,42.9271591,75.8670809,,M,62.5,,,,T,M,,,,,,,,,,,S,,,,,,,,,,,,,,S,,,,,,,,,,,,,,
218,219,2016,42.9272279,75.8679933,,D,156.25,,,,M,,,,,,,,,,,,M,,,,,,,,,,,,,,,,S,,,S,,,,,,,S,,
219,220,2016,42.9275721,75.8674094,,M,62.5,,,,S,S,S,,T,,,,,,,,S,T,S,,,,,,,,,,,T,S,,S,T,,S,,,,,,T,,,
220,221,2016,42.9280387,75.8664313,,M,62.5,,,,S,M,T,,,,,,,,,,S,T,T,,T,,,,,,,,,,S,,,T,,T,,,,,,T,,,
221,222,2016,42.9283663,75.8651808,,D,250.0,,,,M,S,S,,T,S,,,,,,,D,,T,,,,,,,,,,,,T,,,,,,,,,T,,T,S,,
222,223,2016,42.9283248,75.8640916,,S,13.0,,,,,S,,,,,,,,,,,S,,,,,,,,,,,,,T,,,,,,T,,,,,,,,,
223,224,2016,42.9287048,75.8633765,,M,62.5,,,,S,T,T,,T,T,,,,,T,,M,,T,,T,,,,,,,,,,,,,T,,S,,,,,,,S,,
224,225,2016,42.9291712,75.8627416,,M,62.5,,,,T,T,S,,T,S,,,,,,,M,,T,,,,,,,T,T,,,,T,,,,,S,T,,,,,,,,
225,226,2016,42.9298394,75.8625205,,D,250.0,,,,S,T,M,,,S,,,,,M,,M,,T,,,,,,,,,,,,T,,S,,,T,,,,,,S,M,,
226,227,2016,42.9300432,75.8634367,,D,250.0,,,,M,S,S,,,T,,,,,,,D,,,,S,,,,,,,,,,S,,S,,,T,T,,,,,T,S,,
227,228,2016,42.9293931,75.863432,,M,62.5,,,,,T,S,,T,S,,,,,,,M,T,T,,T,,,,,,,,,,,,,,,S,,,,,,,S,,
228,229,2016,42.9290467,75.8638968,,M,62.5,,,,S,T,T,,,S,,,,,T,,M,,S,,,,,,,S,,,,,T,,,,,T,,,,,,,S,,
229,230,2016,42.9287962,75.8645679,,D,250.0,,,,S,T,S,,T,,,,,,,,D,,T,,T,,,,,T,,,,,S,,,,,S,,,,,,S,S,,
230,231,2016,42.9288844,75.8653688,,D,250.0,,,,D,,,,,T,,,,,T,,M,,,,,,,,,,,,,,,,,,,T,,,,,,,T,,
231,232,2016,42.92885,75.86541,,M,62.5,,,,M,T,S,,,T,,,,,,,M,,T,,,,,,,,,,,,T,,,T,,T,,,,,,T,S,,
232,233,2016,42.9293157,75.8653118,,M,62.5,,,,S,,T,,,,,,,,,,M,,T,,,,,,,,,,,,S,,T,,,T,,,,S,,,S,,
233,234,2016,42.9296609,75.8645246,,D,250.0,,,,M,,S,,T,,,,,,,,D,,T,,,,,,,,,,,,S,,,,,S,,,,T,,S,S,,
234,235,2016,42.9302548,75.8641371,,D,250.0,,,,M,,S,,,,,,,,,,D,,T,,,,,,,,,,,,S,,,,,S,,,,T,,T,S,,
235,236,2016,42.930704,75.8634337,,D,250.0,,,,M,,S,,T,,,,,,,,D,,,,,,,,,,,,,,S,,,,,S,,,,S,,S,S,,
236,237,2016,42.9307769,75.8623902,,M,62.5,,,,S,T,S,,T,,,,,,S,,S,,T,,,,,,,S,,,,,T,,,T,,T,,,,,,S,T,,
237,238,2016,42.9308294,75.8616143,,M,62.5,,,,S,S,S,,,,,,,,S,,S,,,,,,,,,,,,,,,,,,,S,T,,,,,,S,,
238,239,2016,42.9310206,75.8620352,,D,250.0,,,,S,,S,,,M,,,,,M,,D,,T,,T,,,,,S,,,,S,,,,T,,S,T,,,,,T,T,,
239,240,2016,42.9311872,75.8629885,,D,156.25,,,,S,,S,,,,,,,,S,,D,,,,T,,,,,,,,,,S,,S,,,S,,,,S,,S,S,,
240,241,2016,42.9313612,75.8637149,,D,250.0,,,,M,,,,,,,,,,,,D,,,,,,,,,,,,,,S,,,,,S,,,,S,S,,S,,
241,242,2016,42.9319507,75.8633538,,D,250.0,,,,D,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,T,,,,S,S,,S,,
242,243,2016,42.9319545,75.8624648,,D,250.0,,,,S,T,S,,,S,,,,,S,,D,,T,,,,,,,,,,,,M,,,,,S,,,,,,T,S,,
243,244,2016,42.9319412,75.861664,,S,13.0,,,,T,S,T,,,,,,,,T,,S,T,T,,,,,,,,,,,S,,,,,,T,T,,,,,,T,,
244,245,2016,42.9325091,75.8615757,,S,13.0,,,,,S,T,,,T,,,,,,,S,T,T,,,,,,,,,,,S,,,,T,,T,T,,,T,,,T,,
245,246,2016,42.932662,75.8624227,,M,37.75,,,,S,T,T,,,,,,,,S,,M,,T,,,,,,,,,,,,S,,,,,T,,,,S,,,T,,
246,247,2016,42.9326586,75.8630601,,D,250.0,,,,D,,T,,,T,,,,,,,D,,T,,,,,,,,,,,,,,,,,T,,,,,,,T,,
247,248,2016,42.9333868,75.8624961,,D,250.0,,,,D,,S,,,,,,,,,,D,,S,,,,,,,,,,,,,,,,,S,,,,,,,S,,
248,249,2016,42.9333855,75.8617886,,M,37.75,,,,T,S,T,,T,S,,,,,S,,S,T,T,,S,,,,,,,,,,S,,,,,,T,,,,,T,T,,
249,250,2016,42.9339217,75.8616015,,S,13.0,,,,,S,T,,T,,,,,,,,S,T,T,,,,,,,,,,,T,,,,,,T,T,,,,,,T,,
250,251,2016,42.9340037,75.8623891,,D,250.0,,,,S,,S,,,,,,,,,,D,,T,,,,,,,,,,,,M,,,,,S,,,,S,,S,S,,
251,252,2016,42.9346773,75.8623507,,D,250.0,,,,D,,,,,,,,,,,,M,,S,,,,,,,,,,,,,,,,,T,,,,,,,T,,
252,253,2016,42.9348463,75.8615364,,M,37.75,,,,T,S,T,,,S,,,,,,,S,S,T,,T,,,,,,,,T,,T,,,,,T,T,,,,,,T,,
253,254,2016,42.935453,75.8619048,,M,62.5,,,,S,S,S,,,,,,,,S,,S,,T,,,,,,,,,,,,S,,,T,,S,,,,,,,S,,
254,255,2016,42.936222,75.862192,,M,37.75,,,,T,S,T,,,S,,,,,T,,S,T,T,,S,,,,,,,,T,T,S,,,,,T,T,,,,,T,T,,
255,256,2016,42.936965,75.8619328,,S,6.75,,,,,S,,,,T,,,,,,,S,T,T,,T,,,,,,,,,T,,,,,,T,,,,,,,T,,
256,257,2016,42.9376351,75.8617442,,M,62.5,,,,S,T,S,,,T,,,,,S,,M,,,,,,,,,,,,,T,S,,,,,S,,,,,,,S,,
257,258,2016,42.93851,75.86202,,S,13.0,,,,,T,T,,,,,,,,,,S,,T,,,,,,,,,,,T,T,,,,,,,,,,T,,T,,
258,259,2016,42.9393098,75.8623483,,D,250.0,,,,S,M,S,,T,S,,,,,,,D,,,,T,,,,,,,,,,M,,,,,T,,,,,,,S,,
259,260,2016,42.9400512,75.8628134,,M,62.5,,,,S,S,T,,,S,,,,,T,,M,,T,,,,,,,,,,,,T,,,,,T,,,,,,,S,,
260,261,2016,42.940772,75.8631556,,M,62.5,,,,,S,T,,,T,,,,,,,M,T,S,,,,,,,,,,,,,,,T,,,T,,,,,,T,,
261,262,2016,42.9416008,75.8635156,,M,37.75,,,,,,T,,,T,,,,,,,M,,T,,,,,,,T,,,,,,,,,,,T,,,,,,T,,
262,263,2016,42.9422533,75.8635878,,S,13.0,,,,,S,,,,,,,,,,,T,T,T,,,,,,,T,,,,,,,,,,,,,,,,,,,
263,264,2016,42.9430995,75.8640906,,D,250.0,,,,M,,,,,,,,,,,,D,S,S,,,,,,,,,,,,,,,,,,,,,T,T,,T,,
264,265,2016,42.9429013,75.8631802,,M,62.5,,,,S,T,T,,,T,,,,,,,M,T,T,,,,,,,,,,,,,,,,,T,T,,,T,T,T,,,
265,266,2016,42.9426494,75.8625223,,S,13.0,,,,T,S,T,,,T,T,,,,,,S,T,T,,,,,,,,,,,T,T,,T,T,,T,T,,,,,,T,,
266,267,2016,42.9430003,75.8619454,,S,13.0,,,,,S,T,,,,,,,,,,T,T,T,,,,,,,,,,,T,T,,,,,,,,,T,,,,,
267,268,2016,42.9433829,75.8627976,,M,62.5,,,,S,,T,,,,,,,,,,M,,,,,,,,,,,,,,,,T,,,T,,,,,,,S,,
268,269,2016,42.9435759,75.8636029,,D,156.25,,,,M,,,,,,,,,,,,D,,,,,,,,,,,,,,S,,,,,T,,,,S,T,,T,,
269,270,2016,42.9439633,75.863017,,D,250.0,,,,M,,S,,,,,,,,,,D,T,S,,,,,,,,,,,,T,,S,,,T,,,,S,,,S,,
270,271,2016,42.9438943,75.8620015,,M,62.5,,,,,S,T,,,T,,,,,,,M,T,S,,,,,,,,,,,,,,,,,T,T,,,,,,T,,
271,272,2016,42.944415,75.8622345,,M,62.5,,,,S,S,T,,,,,,,,T,,M,,T,,,,,,,,,,,,S,,,,,T,,,,,,,T,,
272,273,2016,42.9445962,75.8629703,,D,250.0,,,,D,,,,,,,,,,,,M,,S,,,,,,,,,,,,,,,,,,,,,,,,S,,
273,274,2016,42.9451239,75.8629946,,D,250.0,,,,D,,,,,,,,,,,,D,,,,,,,,,,,,,,,,S,,,,,,,,,,S,,
274,275,2016,42.9456313,75.8626944,,M,37.75,,,,,T,T,,,T,,,,,,,M,,T,,,,,,,,,,,S,,,,,,,S,,,,,,T,,
275,276,2016,42.9461594,75.8629479,,D,250.0,,,,,,T,,,T,,,,,,,D,,T,,,,,,,S,,,,,T,,,,,,,,,,,,S,,
276,277,2016,42.9467601,75.8633492,,M,62.5,S,,,T,,T,,,S,,,,,,,M,T,,,,,,,,,,,T,T,,,,T,,,,,,,,,T,,
277,278,2016,42.9474827,75.864002,,D,250.0,,,,S,,S,,,S,,,,,,,D,,,,,,,,,,,,,,,,S,,,,,,,,,,T,,
278,279,2016,42.948238,75.8643577,,D,156.25,,,,S,,S,,,S,,,,,,,D,,,,,,,,,,,,,,S,,,T,,T,,,,,,,T,,
279,280,2016,42.9490292,75.8648116,,D,250.0,S,,,S,S,T,,,S,,,,,,,D,,T,,,,,,,,,,T,,,,,T,,T,,,,,,,S,,
280,281,2016,42.9500374,75.86442,,S,13.0,,,,,S,,,,T,,,,,,,S,S,T,,,,,,,,,,T,,,,,,,,,,,,,,T,,
281,282,2016,42.9503459,75.8651772,,D,250.0,,,,M,S,T,,,,,,,T,,,M,,S,,T,,,,,S,,,,,T,,S,,,,,,,,,,S,,
282,283,2016,42.9511007,75.8653115,,D,250.0,,,,D,,T,,,T,,,,,,,M,,M,,,,,,,,,,,,,,,,,,,,,,,,S,,
283,284,2016,42.9514316,75.8640595,,D,156.25,,,,T,S,T,,,S,,,,,T,,D,S,T,,,,,,,S,,,,S,,,,,,T,,,,,,,T,,
284,285,2016,42.9521846,75.8644271,,S,6.75,,,,,S,,,,,,,,,,,T,T,T,,,,,,,,,,T,,,,,,,,,,,,,,T,,
285,286,2016,42.9519156,75.8653291,,D,156.25,,,,,S,S,,S,,,,,,,,D,,,,,,,,,,,,,,S,,,,,,,,,,,,T,,
286,287,2016,42.9526089,75.8660617,,D,250.0,,,,D,M,T,,,T,,,,,,,D,,S,,,,,,,,,,,,,,S,,,,,,,,,,T,,
287,288,2016,42.9530069,75.8655404,,D,250.0,,,,,,S,,,M,,,,,,,D,T,S,,,,,,,,,,S,S,,,,S,,T,S,,,,,,S,,
288,289,2016,42.9534451,75.8659849,,D,250.0,,,,,T,S,,,T,,,,,,,D,,T,,,,,,,,,,,,S,,,,,,,,,,,,S,,
289,290,2016,42.9543054,75.8668946,,D,131.5,,,,,T,S,,,S,,,,,,,D,T,T,,,,,,,,,,,,,,,,,,T,,,,,,S,,
290,291,2016,42.955272,75.8673729,,M,62.5,,,,,S,T,,,T,,,,,,,M,T,T,,,,,,,,,,,,,,,,,T,,,,,,,T,,
291,292,2016,42.956164,75.8674418,,M,62.5,,,,T,T,S,,,S,,,,,,,M,T,T,,T,,,,,,,,,S,,,,,,T,,,,,,,T,,
292,293,2016,42.9569735,75.8674162,,M,62.5,,,,S,S,S,,,S,,,,,T,,M,T,T,,,,,,,,,,,T,,,,,,T,,,,,,,T,,
293,294,2016,42.95787,75.8675725,,D,250.0,,,,,S,S,,S,S,,,,,S,,D,T,T,,,,,,,,,,,M,,,,,,T,,,,,,,S,,
294,295,2016,42.9576552,75.8686008,,D,250.0,,,,,M,S,,,T,,,,,S,,D,S,T,,,,,,,T,,,,,S,,,S,,T,,,,,,,T,,
295,296,2016,42.9578858,75.8695389,,D,250.0,,,,D,,S,,,T,,,,,,,M,,S,,,,,,,,,,,,,,S,,,T,,,,,T,,,,
296,297,2016,42.9586886,75.869385,,M,37.75,,,,T,S,T,,,S,,,,,,,M,T,T,,,,,,,,,,,T,,,,T,S,T,,,,T,,T,T,,
297,298,2016,42.9591254,75.8700775,,T,0.5,,,,T,T,,,,,,,,,,,,,T,,,,,,,,,,,,,,,,,,,,,,,,T,,
298,299,2016,42.9596503,75.8706272,,S,13.0,,,,,S,T,,,T,,,,,,,S,S,T,,T,,,,,,,,,,,,,T,,,,,,,,,T,,
299,300,2016,42.9604199,75.8713875,,M,62.5,,,,T,S,T,,,S,,,,,,,M,S,T,,T,,,,,,,,,S,,,,T,,,T,,,,,,T,,T
300,301,2016,42.9612187,75.8718822,,M,62.5,,,,T,S,T,,,S,,,,,,,M,T,S,,T,,,,,,,,,,,,,T,,T,,,,,,,T,,
301,302,2016,42.9618373,75.8722143,,S,6.75,,,,S,T,,,,T,,,,,,,S,,T,,,,,,,,,,,,,,,T,,,,,,,,,T,,
302,303,2016,42.94849,75.86648,,D,250.0,,,,S,,,,,,,,,,,,D,,,,,,,,,,,,,,S,,S,,,,,,,,,,T,,
303,304,2016,42.94836,75.86651,,D,250.0,,,,,,,,,T,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,2017,42.97768,75.88696,,M,62.5,,,,M,,S,,,T,S,,T,T,,,S,,,,,,T,,T,S,,,,,,,,T,,T,T,,T,,,T,T,T,
1,2,2017,42.9775198,75.8872126,,S,13.0,,,,S,,S,,,T,,,T,T,,,T,T,,T,T,,,,,T,T,,,,T,,,T,,T,T,,T,T,,,T,T,
2,3,2017,42.9776614,75.887699,,M,62.5,,,,M,T,S,,,S,,,T,T,,,S,,,T,S,,,,,T,T,,,,,,T,T,,T,T,,T,T,,T,T,T,
3,4,2017,42.9776742,75.8883369,,D,250.0,,,,D,,S,,,S,,,T,T,,,S,,,T,M,,,,,,T,,,,S,,,,,M,S,,,,,,,,
4,5,2017,42.9775424,75.8893554,,M,62.5,,,,S,S,S,,T,S,,,,,T,,S,,T,,M,,,,,,,,,,T,,,,,S,T,,,,,,,,
5,6,2017,42.9772273,75.8898137,,M,62.5,,,,S,S,S,,T,S,,,,,,,S,,T,T,S,,,,,,,,,,,,,,,T,,,,,,,,,
6,7,2017,42.9770512,75.8892474,,D,250.0,,,,D,,S,,,S,,,,,,,M,,,,S,,,,,,,,,,,,S,,,S,T,,,,,,S,,
7,8,2017,42.9770271,75.8884454,,M,62.5,,,,S,,S,,,,,,,,,,S,,,,M,,,,,,T,,,,,,,,,T,,,,,,,T,,
8,9,2017,42.9769913,75.88726,,M,37.75,,,,S,,,,,T,,,,T,,,S,,,,M,,,,,,,,,,,,,,,T,T,,,,,,,,
9,10,2017,42.9766792,75.8870589,,M,62.5,,,,M,S,S,,,S,,,,,,,T,,T,,S,,,,,,,,,,,,,,,T,,,,,,,S,,
10,11,2017,42.9765257,75.8878652,,M,37.75,,,,M,,S,,,,,,,,,,T,,,,,,,,,,T,,,,,,,,,S,,,,,,,,,
11,12,2017,42.976554,75.8888094,,M,37.75,,,,S,,S,,,,,,,,,,S,,,,S,,,,,,T,,,,S,,,,,T,,,,,,,,,
12,13,2017,42.9765976,75.8901296,,M,37.75,,,,S,S,S,,,S,,,,,T,,S,,S,T,S,,,,,,,,,,,,,,,T,,,,,,,,,
13,14,2017,42.9759387,75.8904761,,S,13.0,,,,S,S,T,,,T,,,,,S,,T,,S,,T,,,,,T,,,,,T,,,,,T,,,,,,,S,,
14,15,2017,42.9758036,75.8895223,,S,13.0,,,,S,,T,,,,,,,,,,T,,,,S,,,,,,T,,,,,,,,,T,,,,,,,,,
15,16,2017,42.9758839,75.8883072,,M,62.5,,,,M,,S,,,,,,,,,,S,,,T,,,,,,,T,,,,T,,,T,,,,,,,,,,,
16,17,2017,42.9759918,75.887147,,D,250.0,,,,D,,S,,,,,,,,,,M,,,T,S,,,,,,,,,,,,,,,S,,,,,,,,,
17,18,2017,42.975287,75.8866842,,S,13.0,,,,S,,T,,,T,,,,,T,,T,,T,T,T,,,S,,,T,,,,,,,,,T,T,,,,,,,,
18,19,2017,42.9750457,75.8874802,,S,13.0,,,,S,,T,,,,,,,,,,T,,,,S,,,,,,,,,,,,,T,,T,,,,,,,,,
19,20,2017,42.9750334,75.8882365,,S,6.75,,,,S,,T,,,,,,,,,,S,,,T,T,,,,,,T,,,,,,,T,,T,,,,,,,,,
20,21,2017,42.9749651,75.8893911,,S,13.0,,,,T,,,,,,,,,,,,S,,,,S,,,,,,T,,,,,,,,,,,,,,,,,,
21,22,2017,42.9748581,75.89047,,M,62.5,,,,S,M,S,,,S,,,,,T,,T,,S,T,,,,,,,,,,,S,,,T,,,,,,,,,T,,
22,23,2017,42.9740548,75.8901428,,M,37.75,,,,S,S,S,,,S,,,,,,,T,,S,T,T,,,,,,,,,,S,,,,,T,,,,,,,T,,
23,24,2017,42.9739341,75.8893533,,M,62.5,,,,M,S,S,,,,,,,,,,S,,,T,T,,,,,,T,,,,S,,,,,S,,,,,,,,,
24,25,2017,42.9740021,75.8878303,,D,250.0,,,,D,,M,,,,,,,,,,S,,,,,,,,,,S,,,,,,,,,T,,,,,,,,,
25,26,2017,42.9741368,75.8868632,,D,156.25,,,,M,,S,,,,,,,,,,M,,,,S,,,,,,T,,,,,,,T,,S,,,,,,,,,
26,27,2017,42.9743156,75.8861365,,S,13.0,,,,S,,S,,,,,,,T,T,,,,,T,S,,,S,,S,T,,,,,,,,,T,,,,,,,,,
27,28,2017,42.9748021,75.8838658,,M,62.5,,,,S,M,T,,,,,,,,,,,T,S,,T,,,,,,,,,S,S,,,,,,T,,,,,,,,
28,29,2017,42.9750385,75.883328,,S,13.0,,,,S,S,T,,T,T,,,,T,T,,,,T,,T,,,T,,T,,,,,,,,,,,T,,,,,,T,,
29,30,2017,42.9752415,75.8825262,,S,13.0,,,,S,T,S,,T,,,,,T,T,,,,T,,T,,,S,,S,T,,,,,,,,,T,T,,,,,T,T,,
30,31,2017,42.9754028,75.8816964,,S,13.0,,,,T,,T,,T,T,,,,,T,,,,T,,S,,,T,,T,,,,,,,,,,T,T,,,,,T,S,,
31,32,2017,42.9752738,75.8809542,,M,37.75,,,,S,M,T,,,,,,,,,,,,T,T,S,,,,,,,,,,T,,,,,T,,,,,,,T,,
32,33,2017,42.9750154,75.8813339,,M,62.5,,,,S,M,T,,,,,,,,,,,,T,,T,,,,,,T,,,T,S,,,,,T,T,,,T,,,,,
33,34,2017,42.9748007,75.8823264,,M,37.75,,,,S,M,T,,,T,,,,,,,,,T,,T,,,,,,,,,,T,,,,,T,,,,,,,,,
34,35,2017,42.9745808,75.8831918,,S,13.0,,,,S,S,T,,T,,,,,,,,,T,T,,T,,,,,,,,,T,S,,,,,,,,,,,,T,,
35,36,2017,42.9744812,75.8839023,,M,37.75,,,,S,S,S,,T,,,,,,,,,,S,,T,,,,,,,,,S,,,,,,T,,,,,,,S,,
36,37,2017,42.974717,75.8804605,,S,13.0,,,,,S,T,,,,,,,,,,,T,T,,,,,,,,,,,,T,,,,,T,,,,,,,T,,
37,38,2017,42.9745272,75.8812385,,M,37.75,,,,S,T,S,,,,,,,,T,,,,T,,S,,,,,S,,,,,S,,S,,,S,,,,T,,,,,
38,39,2017,42.9742522,75.8821871,,M,62.5,,,,M,,S,,T,,,,,T,,,T,,T,,,,,S,,T,T,,,,,,,,,S,T,,,,,T,,,
39,40,2017,42.9739459,75.8833035,,M,37.75,,,,S,T,S,,T,T,,,,T,,,S,,S,,S,,,T,,,T,,,,,,,T,,S,T,,,,,,,,
40,41,2017,42.9737157,75.884369,,M,37.75,,,,T,M,T,,,T,,,,,,,,,T,,T,,,,,,T,,,,,,,,,T,,,,,,,,,
41,42,2017,42.9735318,75.8851375,,M,37.75,,,,S,,S,,T,T,,,,T,,,T,,T,,S,,,S,,S,T,,,,T,,T,,,T,S,,,,,,S,,
42,43,2017,42.9734209,75.8861874,,D,156.25,,,,D,,S,,,,,,,T,,,S,,,,,T,,,,,,,,,,,,T,,S,,,,,,S,,,
43,44,2017,42.9732563,75.8871586,,M,62.5,,,,M,,S,,,,,,,,,,S,,,,,,,,,,,,,,,,,,,S,,,,,,,,,
44,45,2017,42.9730965,75.8879853,,D,156.25,,,,M,,S,,,,,,,,,,M,,,,S,,,,,,T,,,,,,,,,S,T,,,S,,,,,
45,46,2017,42.9727927,75.8888289,,M,62.5,,,,S,S,S,,T,S,,,,,,,S,,,S,M,T,,,,S,T,,,,T,,,,,T,T,,,T,,,,,
46,47,2017,42.9722803,75.8881861,,M,62.5,,,,S,M,S,,,S,,,,T,,,T,T,,,S,S,,,,T,,,,,S,,T,,,S,T,,,T,,,,,
47,48,2017,42.9723151,75.8873411,,D,156.25,,,,S,,S,,,,,,,,,,S,,,,M,,,,,,,,,,M,,,,,S,,,,,,,,,
48,49,2017,42.9723966,75.8862069,,D,156.25,,,,M,,M,,,,,,,,,,S,,,,,,,,,,T,,,,,,,T,,,T,,,,,,,,
49,50,2017,42.9727738,75.8849941,,D,156.25,,,,D,,S,,,,,,,,,,T,,,,,,,,,,T,,,,,,,,,S,,,,S,,S,,,
50,51,2017,42.9730606,75.8842895,,M,62.5,,,,M,,S,,,,,,,T,,,T,,,,S,,,,,,T,,,,S,,,,,T,,,,T,,S,,,
51,52,2017,42.9732875,75.88337,,M,62.5,,,,M,,S,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,S,,,,T,,T,,,
52,53,2017,42.9735879,75.8826265,,D,250.0,,,,D,,S,,,,,,,,,,,,,,,,,,,,S,,,,,,S,,,S,,,,,,,,,
53,54,2017,42.9737212,75.8815971,,M,62.5,,,,M,,S,,,,,,,,,,,,T,,,,,,,,T,,,,,,,,,T,,,,,,,,,
54,55,2017,42.9739382,75.8807551,,D,250.0,,,,M,,S,,,,,,,,,,S,,M,,,,,,,M,,,,,,,S,,,S,S,,,S,,,S,,
55,56,2017,42.9743169,75.8799511,,M,62.5,,,,S,M,S,,,,,,,,,,,T,S,,T,,,,,,,,,S,,,,,,S,,,,T,,,T,,
56,57,2017,42.9736845,75.8794947,,M,62.5,,,,S,M,T,,,,,,,,,,T,,T,,T,,,,,S,,,,,S,,,,,T,S,,,T,,,,,
57,58,2017,42.9734881,75.8801,,M,62.5,,,,M,,S,,,,,,,T,,,,,T,,T,,,,,S,,,,,S,,,,,T,T,,,T,,,T,,
58,59,2017,42.9730344,75.8811633,,T,0.5,,,,T,,,,T,,,,,,,,,,,,,,,,,,,,,,,,,,,T,,,,,,,,,
59,60,2017,42.9725813,75.8825812,,D,250.0,,,,D,,S,,S,,,,,,,,,,,,,,,,,T,,,,,,,,,,S,,,,,,,,,
60,61,2017,42.9724011,75.883566,,D,250.0,,,,D,,S,,,,,,,,,,T,,,,,,,,,T,,,,,,,,T,,S,,,,,,,,,
61,62,2017,42.9721624,75.8844711,,M,37.75,,,,M,,S,,T,,,,,,,,,,,,,,,,,,,,,,,,,T,,T,,,,,,,,,
62,63,2017,42.9719054,75.8852373,,D,156.25,,,,D,,S,,,S,,,,,,,S,,,T,S,,,,,,,,,,,,S,,,S,,,,,,,,,
63,64,2017,42.9717794,75.8861146,,M,62.5,,,,M,T,S,,,,,,,,,,,,,,S,,,,,S,,,,,S,,,,,S,T,,,S,,,,,
64,65,2017,42.9716586,75.8868663,,D,250.0,,,,D,T,D,,,T,,,,,,,S,,,,T,T,,,,,,,,,S,,T,,,S,S,,,,,,,,
65,66,2017,42.9715393,75.8857554,,M,37.75,,,,S,S,S,,,,,,,,,,,T,T,T,T,,,,,,,,,,,,,,,S,,,,S,,,,,
66,67,2017,42.9715242,75.8848803,,M,62.5,,,,T,M,S,,,,,,,,,,,T,,,T,,,,,,,,,,S,,,,,T,T,,,T,,,,,
67,68,2017,42.9716138,75.8840747,,M,62.5,,,,M,,S,,,,,,,T,,,T,,,,,,,,,S,T,,,,,,T,,,S,T,,,,,,T,,
