,Sample_Point_(SP),Year,Date,Rake_toss_#,Latitude,Longitude,Depth,Rake_Abundance,PERCENT,Alisma_gramineum,Benthic_Filamentous_Algae,Callitriche_hermaphroditica,Ceratophyllum_demersum,Chara_vulgaris,Elodea_sp.,Floating_Filamentous_Algae,Fontinalis_sp.,Heteranthera_dubia,Hydrocharis_morsus-ranae,Hypericum_ellipticum,Juncus_sp.,Lemna_minor,Lemna_trisulca,Ludwigia_sp.,Megalodonta_beckii,Myriophyllum_sibiricum,Myriophyllum_spicatum,Najas_flexilis,Najas_guadalupensis,Nitella_flexilis,Nitellopsis_obtusa,Nuphar_variegata,Nymphaea_odorata,Pithophora_sp.,Polygonum_amphibium,Potamogeton_amplifolius,Potamogeton_crispus,Potamogeton_crispus_turions,Potamogeton_foliosus,Potamogeton_gramineus,Potamogeton_illinoensis,Potamogeton_praelongus,Potamogeton_pusillus,Potamogeton_richardsonii,Potamogeton_zosteriformis,Ranunculus_trichophyllus,Riccia_fluitans,Spirodela_polyrhiza,Stuckenia_pectinata,Stuckenia_vaginata,Utricularia_vulgaris,Vallisneria_americana,Wolffia_columbiana,Zannichellia_palustris,Zosterella_dubia,Abundance_calcs
493,247,2017,,2.0,42.9326586,75.8630601,4.5,M,100.01,,,,35.0,,0.01,,,,,,,,,,,,2.0,,,,,,,,,,,,,,30.0,20.0,,,1.0,,,,10.0,,,2,,,,
494,248,2017,,1.0,42.9333868,75.8624961,3.4,D,100.01,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,0.01,,,,
495,248,2017,,2.0,42.9333868,75.8624961,3.4,D,100.01,,,,87.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,0.01,,,,,,,,4.0,,,,5.0,,,2,,,,
496,249,2017,,1.0,42.9333855,75.8617886,1.3,T,100.0,,,,,78.0,,,1.0,,,,,,,,10.0,,,,,,3.0,,,,,,,,,5.0,,,,,3.0,,,,,,,,,,,
497,249,2017,,2.0,42.9333855,75.8617886,1.3,T,100.0,,,,,85.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,1,,,,
498,250,2017,,1.0,42.9339217,75.8616015,1.4,S,100.01,,,,1.0,69.0,2.0,,,,,,,,,,,,3.0,0.01,10.0,,,,,,,,,,,5.0,,,,,3.0,1.0,,,,,1.0,5,,,,
499,250,2017,,2.0,42.9339217,75.8616015,1.4,S,100.02,,,,10.0,70.0,3.0,,0.01,,,,,,,,2.0,,0.01,,5.0,,,,,,,,,,,3.0,,,,,5.0,,,,,,,2,,,,
500,251,2017,,1.0,42.9340037,75.8623891,3.3,M,100.0,,,,95.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
501,251,2017,,2.0,42.9340037,75.8623891,3.3,M,100.0,,,,90.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,9,,,,
502,252,2017,,1.0,42.9346773,75.8623507,4.0,M,100.0,,,,80.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,12.0,,,2,,,,
503,252,2017,,2.0,42.9346773,75.8623507,4.0,S,100.01,,,,85.0,,,,,,,,,,,,,,1.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,
504,253,2017,,1.0,42.9348463,75.8615364,1.4,S,100.0,,,,15.0,40.0,1.0,,3.0,,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,3.0,,3.0,,,15.0,,,,15.0,,,1,,,,
505,253,2017,,2.0,42.9348463,75.8615364,1.4,S,100.01,,,,3.0,51.0,2.0,,,,,,,,,,,,15.0,,2.0,,0.01,,,,,,,,,10.0,,,,,15.0,,,,,,,2,,,,
506,254,2017,,1.0,42.935453,75.8619048,1.1,S,100.02,,,,1.0,2.0,15.0,,,,,,,,,,5.0,,5.0,0.01,55.0,,,,,,,,,,,,10.0,,,,1.0,2.0,,,3.0,,0.01,1,,,,
507,254,2017,,2.0,42.935453,75.8619048,1.1,S,100.02,,,,3.0,52.0,5.0,,0.01,1.0,,,,,,,,,10.0,1.0,20.0,,,,,,,,,,,,3.0,,,,2.0,0.01,,,1.0,,,2,,,,
508,255,2017,,1.0,42.936222,75.862192,1.9,S,100.03000000000002,,,,2.0,0.01,3.0,,,,,,,,,,1.0,,5.0,,3.0,,,,,0.01,,,,,,,77.0,,0.01,,5.0,1.0,,,2.0,,,1,,,,
509,255,2017,,2.0,42.936222,75.862192,1.9,M,100.03000000000002,,,,10.0,,10.0,,,0.01,,,,,,,3.0,,3.0,,2.0,,,,,0.01,,,,,,0.01,66.0,,,,5.0,,,,,,,1,,,,
510,256,2017,,1.0,42.936965,75.8619328,1.3,S,100.0,,,,,50.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,43.0,,,,,,,,,,,,2,,,,
511,256,2017,,2.0,42.936965,75.8619328,1.3,S,100.01,,,,,39.0,,,0.01,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,1,,,,
512,257,2017,,1.0,42.9376351,75.8617442,1.8,M,100.03,,,,52.0,,3.0,,,0.01,,,,,,,10.0,,2.0,,0.01,,,,,,,,,,,10.0,10.0,,,,10.0,,,,0.01,,,3,,,,
513,257,2017,,2.0,42.9376351,75.8617442,1.8,M,100.03000000000002,,,,68.0,2.0,3.0,,,,,,,,,,3.0,,0.01,,0.01,,,,,,,,,,,2.0,10.0,,,,10.0,,,,0.01,,,2,,,,
514,258,2017,,1.0,42.93851,75.86202,1.5,S,100.01,,,,15.0,5.0,5.0,,,,,,,,,,,,,,3.0,,,,,34.0,,,,,,0.01,30.0,3.0,,,3.0,1.0,,,,,,1,,,,
515,258,2017,,2.0,42.93851,75.86202,1.5,S,100.03,,,,2.0,5.0,15.0,,,0.01,,,,,,,,,,,5.0,,,,,40.0,,,,,,,15.0,0.01,0.01,,15.0,1.0,,,,,,2,,,,
516,259,2017,,1.0,42.9393098,75.8623483,1.4,M,100.01,,,,20.0,15.0,1.0,,,,,,,,,,,,1.0,,0.01,,,,,,,,,,,,58.0,,,,,,,,,,,5,,,,
517,259,2017,,2.0,42.9393098,75.8623483,1.4,M,100.02,,,,0.01,30.0,,,,,,,,,,,,,1.0,,10.0,,,,,,,,,,,,58.0,,,,,,,,0.01,,,1,,,,
518,260,2017,,1.0,42.9400512,75.8628134,2.5,S,100.01,,,,25.0,0.01,2.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,60.0,3.0,,,,,,,,,,5,,,,
519,260,2017,,2.0,42.9400512,75.8628134,2.5,M,100.01,,,,15.0,1.0,2.0,,,,,,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,75.0,,,,,,,,,,0.01,3,,,,
520,261,2017,,1.0,42.940772,75.8631556,2.0,S,100.02,,,,,10.0,5.0,,,2.0,,,,,,,,,0.01,,52.0,,0.01,,,,,,,,,30.0,,,1.0,,,,,,,,,,,,,
521,261,2017,,2.0,42.940772,75.8631556,2.0,S,100.03,,,,0.01,2.0,51.0,,,,,,,,,,,,3.0,,25.0,,,,,0.01,,,,,,15.0,0.01,1.0,1.0,,,,,,2.0,,,,,,,
522,262,2017,,1.0,42.9416008,75.8635156,1.8,S,100.01,,,,0.01,3.0,5.0,,,,,,,,,,,,2.0,3.0,10.0,,,,,,,,,,,,71.0,,2.0,,2.0,,,,,,1.0,1,,,,
523,262,2017,,2.0,42.9416008,75.8635156,1.8,S,100.04,,,,0.01,5.0,5.0,,0.01,1.0,,,,,,,2.0,,,,25.0,,,,,0.01,,,,,,,58.0,,1.0,,3.0,,,,,,,0.01,,,,
524,263,2017,,1.0,42.9422533,75.8635878,1.7,S,100.0,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,263,2017,,2.0,42.9422533,75.8635878,1.7,S,100.0,,,,,80.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,
526,264,2017,,1.0,42.9430995,75.8640906,2.5,M,100.0,,,,65.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,5.0,,,,,,,1,,,,
527,264,2017,,2.0,42.9430995,75.8640906,2.5,D,100.02,,,,72.0,,3.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,,15.0,,,,2.0,,,,5.0,,0.01,3,,,,
528,265,2017,,1.0,42.9429013,75.8631802,1.8,S,100.01,,,,5.0,10.0,2.0,,0.01,,,,,,,,5.0,,,,58.0,,,,,,,,,,,,15.0,,,,5.0,,,,,,,,,,,
529,265,2017,,2.0,42.9429013,75.8631802,1.8,S,100.01,,,,5.0,20.0,1.0,,0.01,,,,,,,,,,,,57.0,,,,,,,,,,,,5.0,,2.0,,5.0,,,,,,5.0,,,,,
530,266,2017,,1.0,42.9426494,75.8625223,0.8,S,100.04000000000002,,,,2.0,15.0,5.0,,0.01,,,,,,0.01,,,,,10.0,46.0,,0.01,,,,,,,,,10.0,,,,,3.0,3.0,,,1.0,,5.0,0.01,,,,
531,266,2017,,2.0,42.9426494,75.8625223,0.8,S,100.03,,,,0.01,33.0,4.0,,0.01,,,,,,,,,,,5.0,25.0,,0.01,,,,,,,,,10.0,,,,,3.0,15.0,,,,,4.0,1,,,,
532,267,2017,,1.0,42.9430003,75.8619454,0.8,S,100.0,,,,,65.0,,,,,,,,,,,,,,15.0,,,,,,,,,,,,10.0,10.0,,,,,,,,,,,,,,,
533,267,2017,,2.0,42.9430003,75.8619454,0.8,S,100.01,,,,,87.0,,,0.01,,,,,,,,,,,5.0,2.0,,,,,,,,,,,5.0,,,,,,,,,,,,1,,,,
534,268,2017,,1.0,42.9433829,75.8627976,2.2,S,100.02,,,,53.0,,2.0,,,,,,,,,,,,1.0,0.01,,,,,,3.0,,,,,,,,3.0,0.01,,20.0,3.0,,,10.0,,,5,,,,
535,268,2017,,2.0,42.9433829,75.8627976,2.2,S,100.01,,,,57.0,,3.0,,,,,,,,,,,,,,0.01,,,,,10.0,,,,,,,,,,,10.0,,,,15.0,,,5,,,,
536,269,2017,,1.0,42.9435759,75.8636029,3.4,M,100.0,,,,24.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,2.0,,,1.0,,,,30.0,,,2,,,,
537,269,2017,,2.0,42.9435759,75.8636029,3.4,M,100.0,,,,50.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,5.0,,,,20.0,,,4,,,,
538,270,2017,,1.0,42.9439633,75.863017,2.8,M,100.02,,,,60.0,,0.01,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,15.0,,,0.01,,,,20.0,,,3,,,,
539,270,2017,,2.0,42.9439633,75.863017,2.8,M,100.02,,,,44.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,0.01,,,2.0,,,,50.0,,,0.01,,,,
540,271,2017,,1.0,42.9438943,75.8620015,1.5,S,100.01,,,,0.01,30.0,5.0,,1.0,,,,,,,,,,3.0,,1.0,,,,,,,,,,,3.0,48.0,,,,5.0,3.0,,,,,,1,,,,
541,271,2017,,2.0,42.9438943,75.8620015,1.5,S,100.0,,,,2.0,30.0,3.0,,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,10.0,10.0,,1.0,,26.0,10.0,,,1.0,,,,,,,
542,272,2017,,1.0,42.944415,75.8622345,1.5,S,100.0,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,1,,,,
543,272,2017,,2.0,42.944415,75.8622345,1.5,S,100.02,,,,3.0,77.0,0.01,,,,,,,,,,,,,,0.01,,,,,,,,,,,5.0,10.0,,,,2.0,,,,,,,3,,,,
544,273,2017,,1.0,42.9445962,75.8629703,4.5,M,100.01,,,,100.0,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,273,2017,,2.0,42.9445962,75.8629703,4.5,M,100.02,,,,100.0,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,
546,274,2017,,1.0,42.9451239,75.8629946,4.0,M,100.01,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,10.0,,,,,,,,,,,
547,274,2017,,2.0,42.9451239,75.8629946,4.0,S,100.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,4.0,,,,10.0,,,1,,,,
548,275,2017,,1.0,42.9456313,75.8626944,1.6,S,100.0,,,,,,13.0,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,80.0,,,,,2.0,,,,,,1,,,,
549,275,2017,,2.0,42.9456313,75.8626944,1.6,S,100.03000000000002,,,,2.0,,20.0,,,0.01,,,,,,,,,,,0.01,,,,,,,,,,,,73.0,,0.01,,3.0,,,,,,,2,,,,
550,276,2017,,1.0,42.9461594,75.8629479,1.5,S,100.01,,,,2.0,20.0,29.0,,,,,,,,,,,,,,3.0,,,,,,,,,,0.01,,20.0,,20.0,,3.0,1.0,,,,,,2,,,,
551,276,2017,,2.0,42.9461594,75.8629479,1.5,S,100.0,,,,5.0,2.0,5.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,77.0,,1.0,,,,,,,,,5,,,,
552,277,2017,,1.0,42.9467601,75.8633492,1.6,S,100.01,,,,5.0,10.0,2.0,,,,,,,,,,,,,,2.0,,0.01,,,,,,,,,,,,,76.0,,,,,,,,5,,,,
553,277,2017,,2.0,42.9467601,75.8633492,1.6,S,100.02,,,,,2.0,3.0,,,,,,,,,,,,,3.0,15.0,,0.01,,,,,,,,,69.0,,,0.01,3.0,,,,,,,,5,,,,
554,278,2017,,1.0,42.9474827,75.864002,2.5,S,100.04,,,,5.0,0.01,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,74.0,,0.01,,0.01,3.0,,,,,0.01,2,,,,
555,278,2017,,2.0,42.9474827,75.864002,2.5,S,100.02,,,,1.0,,20.0,,,3.0,,,,,,,0.01,,2.0,,1.0,,,,,0.01,,,,,,,67.0,,,,3.0,,,,,,,3,,,,
556,279,2017,,1.0,42.948238,75.8643577,1.5,T,100.0,,,,,1.0,10.0,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,10.0,,10.0,62.0,,,,,,2,,,,
557,279,2017,,2.0,42.948238,75.8643577,1.5,T,100.0,,,,,1.0,10.0,,,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,10.0,,10.0,62.0,,,,,,2,,,,
558,280,2017,,1.0,42.9490292,75.8648116,2.5,T,100.0,,,,10.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,5.0,,80.0,,,,,,,4,,,,
559,280,2017,,2.0,42.9490292,75.8648116,2.5,S,100.0,,,,50.0,2.0,3.0,,,1.0,,,,,,,,,,,5.0,,2.0,,,,,,,,,,,,,,30.0,,,,,,5.0,2,,,,
560,281,2017,,1.0,42.9500374,75.86442,1.5,S,100.0,,,,5.0,26.0,1.0,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,50.0,,,,10.0,,,,1.0,,2.0,2,,,,
561,281,2017,,2.0,42.9500374,75.86442,1.5,M,100.01,,,,15.0,15.0,1.0,,,,,,,,,,,,,,0.01,,,,,,,,,,,2.0,55.0,,,,10.0,,,,1.0,,,1,,,,
562,282,2017,,1.0,42.9503459,75.8651772,3.5,M,100.03000000000002,,,,80.0,2.0,0.01,,,,,,,,,,,,0.01,,0.01,,,,,,,,,,,,3.0,,,,5.0,,,,10.0,,,,,,,
563,282,2017,,2.0,42.9503459,75.8651772,3.5,M,100.02,,,,65.0,,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,25.0,,0.01,,0.01,,,,,,,3,,,,
564,283,2017,,1.0,42.9511007,75.8653115,3.5,S,100.0,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,20.0,,,,,,,
565,283,2017,,2.0,42.9511007,75.8653115,3.5,M,100.01,,,,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.01,,,,45.0,,,,,,,
566,284,2017,,1.0,42.9514316,75.8640595,1.4,S,100.0,,,,3.0,20.0,2.0,,,1.0,,,,,,,3.0,,,5.0,2.0,,,,,,,29.0,,,,29.0,,,,,2.0,,,,,,3.0,1,,,,
567,284,2017,,2.0,42.9514316,75.8640595,1.4,S,100.01,,,,5.0,57.0,1.0,,,,,,,,,,,,,5.0,5.0,,,,,,,5.0,,,,5.0,,,0.01,,15.0,,,,,,,2,,,,
568,285,2017,,1.0,42.9521846,75.8644271,1.5,T,100.0,,,,,65.0,1.0,,,,,,,,,,,,1.0,15.0,1.0,,,,,,,,,,,,,,2.0,,,5.0,,,,,,10,,,,
569,285,2017,,2.0,42.9521846,75.8644271,1.5,T,100.0,,,,,20.0,3.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,59.0,,,3.0,,,3.0,,,,,,2,,,,
570,286,2017,,1.0,42.9519156,75.8653291,2.4,S,100.04000000000002,,,,10.0,10.0,,,0.01,,,,,,,,,,0.01,1.0,10.0,,,,,0.01,,,,,,55.0,,,10.0,,1.0,,,,0.01,,3.0,,,,,
571,286,2017,,2.0,42.9519156,75.8653291,2.4,S,100.01,,,,40.0,30.0,3.0,,,1.0,,,,,,,,,0.01,2.0,10.0,,,,,,,,,,,5.0,,,3.0,,3.0,,,,3.0,,,,,,,
572,287,2017,,1.0,42.9526089,75.8660617,2.9,D,100.01,,,,90.0,3.0,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,
573,287,2017,,2.0,42.9526089,75.8660617,2.9,M,100.0,,,,77.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,
574,288,2017,,1.0,42.9530069,75.8655404,1.0,T,100.0,,,,,,9.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,1.0,,,,,,,,,80,,,,
575,288,2017,,2.0,42.9530069,75.8655404,1.0,T,100.0,,,,,,5.0,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,20,,,,
576,289,2017,,1.0,42.9534451,75.8659849,1.1,T,100.0,,,,,,20.0,,,,,,,,,,,,,10.0,,,,,,,,,,,,,40.0,,30.0,,,,,,,,,,,,,
577,289,2017,,2.0,42.9534451,75.8659849,1.1,T,100.0,,,,,,62.0,,,10.0,,,,,,,,,,5.0,,,1.0,,,,,,,,,,,,2.0,,,15.0,,,,,,5,,,,
578,290,2017,,1.0,42.9543054,75.8668946,1.8,T,100.0,,,,,70.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,
579,290,2017,,2.0,42.9543054,75.8668946,1.8,S,100.01,,,,,55.0,,,,,,,,,,,,,,14.0,30.0,,,,,,,,,,,,,,0.01,,,,,,,,,1,,,,
580,291,2017,,1.0,42.955272,75.8673729,1.9,T,100.0,,,,2.0,77.0,1.0,,,,,,,,,,,,,10.0,2.0,,,,,,,,,,,5.0,,,,,,,,,,,,3,,,,
581,291,2017,,2.0,42.955272,75.8673729,1.9,T,100.0,,,,1.0,78.0,,,,,,,,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,3,,,,
582,292,2017,,1.0,42.956164,75.8674418,1.5,S,100.02,,,,0.01,25.0,3.0,,,,,,,,,,,,,1.0,10.0,,0.01,,,,,,,,,50.0,,,,,7.0,,,,,,2.0,2,,,,
583,292,2017,,2.0,42.956164,75.8674418,1.5,S,100.03,,,,0.01,45.0,3.0,,,,,,,,,,,,,2.0,10.0,,,,,,,,,,,30.0,0.01,,,,10.0,,,,,,,0.01,,,,
584,293,2017,,1.0,42.9569735,75.8674162,1.5,S,100.05,,,,0.01,47.0,,,,,,,,,,,2.0,,,3.0,0.01,,0.01,,,,,,0.01,,,15.0,0.01,,,,30.0,,,,,,,3,,,,
585,293,2017,,2.0,42.9569735,75.8674162,1.5,S,100.03,,,,,55.0,,,0.01,,,,,,,,5.0,,,0.01,,,3.0,,,,,,,,,5.0,,,,,30.0,,,,2.0,,,0.01,,,,
586,294,2017,,1.0,42.95787,75.8675725,1.6,S,100.01,,,,5.0,80.0,1.0,,0.01,,,,,,,,,,,1.0,,,,,,,,,,,,12.0,,,,,1.0,,,,,,,,,,,
587,294,2017,,2.0,42.95787,75.8675725,1.6,S,100.01,,,,8.0,65.0,,,,,,,,,,,,,,0.01,2.0,,,,,,,,,,,15.0,,,,,10.0,,,,,,,,,,,
588,295,2017,,1.0,42.9576552,75.8686008,2.4,S,100.03,,,,35.0,0.01,2.0,,0.01,1.0,,,,,,,,,5.0,,3.0,,,,,0.01,,,,,,20.0,,,3.0,,,,,,,,30.0,1,,,,
589,295,2017,,2.0,42.9576552,75.8686008,2.4,T,100.0,,,,25.0,1.0,1.0,,1.0,3.0,,,,,,,,,5.0,1.0,5.0,,,,,,,,,,,17.0,,,2.0,,2.0,,,,,,35.0,2,,,,
590,296,2017,,1.0,42.9578858,75.8695389,3.9,M,100.02,,,,80.0,0.01,1.0,,,,,,,,,,,,10.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,
591,296,2017,,2.0,42.9578858,75.8695389,3.9,M,100.02,,,,88.0,1.0,1.0,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,5.0,,,,0.01,,,,,,,0.01,,,,
592,297,2017,,1.0,42.9586886,75.869385,2.3,T,100.0,,,,,,3.0,,,,,,,,,,,,5.0,,2.0,,83.0,,,,,,,,,,,,,,5.0,,,,,,,2,,,,
593,297,2017,,2.0,42.9586886,75.869385,2.3,S,100.03,,,,,0.01,2.0,,0.01,1.0,,,,,,,,,5.0,,0.01,,78.0,,,,,,,,,,10.0,,,,,,,,,,1.0,3,,,,
594,298,2017,,1.0,42.9591254,75.8700775,1.5,S,100.02,,,,,65.0,0.01,,,0.01,,,,,,,,,,15.0,13.0,,2.0,,,,,,,,,,,,,3.0,,,,,,,,2,,,,
595,298,2017,,2.0,42.9591254,75.8700775,1.5,S,100.03000000000002,,,,10.0,51.0,4.0,,,0.01,,,,,,,,,2.0,4.0,10.0,,3.0,,,,,,,,,,0.01,,0.01,15.0,,,,,,,,1,,,,
596,299,2017,,1.0,42.9596503,75.8706272,1.5,S,100.0,,,,,45.0,,,,,,,,,,,,,3.0,7.0,40.0,,,,,,,,,,,2.0,,,,,,,,,,,,3,,,,
597,299,2017,,2.0,42.9596503,75.8706272,1.5,S,100.01,,,,,30.0,,,,,,,,,,,,,,3.0,35.0,,,,,,,,,,,10.0,,,2.0,,,20.0,,,,,,0.01,,,,
598,300,2017,,1.0,42.9604199,75.8713875,2.8,S,100.02,,,,2.0,30.0,,,,,,,,,,,,,0.01,50.0,3.0,,5.0,,,,,,,,,10.0,,,0.01,,,,,,,,,,,,,
599,300,2017,,2.0,42.9604199,75.8713875,2.8,S,100.03000000000002,,,,0.01,30.0,,,,1.0,,,,,,,,,3.0,47.0,5.0,,3.0,,,,,,,,,5.0,,,0.01,,0.01,,,,,,5.0,1,,,,
600,301,2017,,1.0,42.9612187,75.8718822,2.0,S,100.02,,,,10.0,2.0,5.0,,,,,,,,,,,,2.0,30.0,10.0,,0.01,,,,,,0.01,,,,,,36.0,,,2.0,,,3.0,,,,,,,
601,301,2017,,2.0,42.9612187,75.8718822,2.0,S,100.03000000000002,,,,5.0,5.0,1.0,,,,,,,,,,,,23.0,30.0,20.0,,0.01,,,,,,0.01,,,5.0,3.0,,2.0,,0.01,,,,5.0,,,1,,,,
602,302,2017,,1.0,42.9618373,75.8722143,2.2,S,100.02,,,,61.0,0.01,2.0,,,2.0,,,,,,,,,1.0,10.0,0.01,,,,,,,,,,20.0,1.0,,,,,,1.0,,,,,,2,,,,
603,302,2017,,2.0,42.9618373,75.8722143,2.2,S,100.03000000000002,,,,58.0,,5.0,,,4.0,,,,,,,,,3.0,3.0,2.0,,0.01,,,,,,,,10.0,5.0,5.0,,0.01,,0.01,,,,,,,5,,,,
604,303,2017,,1.0,42.94849,75.86648,3.3,D,100.0,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
605,303,2017,,2.0,42.94849,75.86648,3.3,D,100.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,304,2017,,1.0,42.94836,75.86651,2.3,O,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,304,2017,,2.0,42.94836,75.86651,2.3,T,100.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,2018,,1.0,42.97768,75.88696,0.3,M,100.08000000000004,,,,80.0,,8.0,,,,2.0,,,0.01,0.01,,,,10.0,,,,0.01,,0.01,,,,,,,,,,,,0.01,0.01,,0.01,,,,,0.01,,,
1,1,2018,,2.0,42.97768,75.88696,0.3,M,100.08000000000004,,,,90.0,,10.0,,,,,,,0.01,0.01,,,,,,,0.01,0.01,,0.01,,0.01,,,,,,,,,,,,,0.01,,,,,0.01,,,
2,2,2018,,1.0,42.9775198,75.8872126,0.6,M,100.09000000000005,,,,80.0,,3.0,,0.01,,,,,0.01,0.01,,,,15.0,,,,,,0.01,,0.01,,,,,,,,,,0.01,0.01,,0.01,,,2.0,,0.01,,,
3,2,2018,,2.0,42.9775198,75.8872126,0.6,D,100.08000000000004,,,,77.0,,20.0,,,,0.01,,,0.01,0.01,,,,1.0,,,,0.01,,,,2.0,,,,,,,,0.01,,0.01,,,0.01,,,,,0.01,,,
4,3,2018,,1.0,42.9776614,75.887699,0.8,M,100.06000000000002,,,,30.0,,3.0,,,0.01,,,,0.01,0.01,,,,30.0,,,10.0,,25.0,,,,,,,,,,,,,2.0,0.01,,0.01,,,,,0.01,,,
5,3,2018,,2.0,42.9776614,75.887699,0.8,M,100.07000000000004,,,,15.0,,1.0,,,,,,,0.01,0.01,,,,72.0,,,5.0,0.01,5.0,,,,,,,,,,,,,2.0,0.01,,0.01,0.01,,,,0.01,,,
6,4,2018,,1.0,42.9776742,75.8883369,1.0,D,100.07000000000002,,,,54.0,,3.0,,,3.0,,,,0.01,0.01,,,,30.0,,,,,,5.0,,,,0.01,,,,0.01,,,,3.0,2.0,,0.01,0.01,,,,0.01,,,
7,4,2018,,2.0,42.9776742,75.8883369,1.0,D,100.13000000000004,,,,30.0,,2.0,,,0.01,,,,0.01,0.01,,,,65.0,,0.01,0.01,,,,,,,0.01,,,0.01,,,0.01,,0.01,3.0,,0.01,0.01,,,0.01,0.01,,,
8,5,2018,,1.0,42.9775424,75.8893554,0.6,M,100.06000000000002,,,,40.0,2.0,5.0,,,1.0,,,,0.01,0.01,,,,10.0,,,5.0,,37.0,,,,,0.01,,,,,,,,,0.01,,0.01,,,,,0.01,,,
9,5,2018,,2.0,42.9775424,75.8893554,0.6,M,100.04000000000002,,,,15.0,,3.0,,,3.0,,,,0.01,0.01,,,,20.0,,,5.0,,53.0,,,,,,,,,,,,,,1.0,,0.01,,,,,0.01,,,
10,6,2018,,1.0,42.9772273,75.8898137,1.3,M,100.01,,,,35.0,5.0,15.0,,,4.0,,,,,,,1.0,,35.0,,5.0,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
11,6,2018,,2.0,42.9772273,75.8898137,1.3,M,100.03,,,,30.0,,10.0,,,0.01,,,,,,,0.01,,50.0,,5.0,,,5.0,,,,0.01,,,,,,,,,,,,,,,,,,,,
12,7,2018,,1.0,42.9770512,75.8892474,1.5,M,100.0,,,,20.0,5.0,5.0,,,2.0,,,,,,,2.0,,30.0,,2.0,,,,,,,32.0,,,,,,2.0,,,,,,,,,,,,,,
